Location_idx,Location,Unnamed: 2
19760,"59.33591450943396, 18.00882991977612",
19761,"59.3360042754717, 18.00882991977612",
19762,"59.33609404150943, 18.00882991977612",
19763,"59.33618380754717, 18.00882991977612",
19764,"59.336273573584904, 18.00882991977612",
19765,"59.33636333962264, 18.00882991977612",
19766,"59.336453105660375, 18.00882991977612",
19767,"59.336542871698114, 18.00882991977612",
19768,"59.336632637735846, 18.00882991977612",
20052,"59.3360042754717, 18.009005850746266",
20053,"59.33609404150943, 18.009005850746266",
20054,"59.33618380754717, 18.009005850746266",
20055,"59.336273573584904, 18.009005850746266",
20056,"59.33636333962264, 18.009005850746266",
20057,"59.336453105660375, 18.009005850746266",
20058,"59.336542871698114, 18.009005850746266",
20185,"59.31508878867925, 18.009181781716418",
20346,"59.33618380754717, 18.009181781716418",
20347,"59.336273573584904, 18.009181781716418",
20348,"59.33636333962264, 18.009181781716418",
20497,"59.316884109433964, 18.009357712686565",
20789,"59.316884109433964, 18.009533643656717",
20790,"59.316973875471696, 18.009533643656717",
20791,"59.317063641509435, 18.009533643656717",
20996,"59.30377826792453, 18.009709574626864",
21082,"59.316794343396225, 18.009709574626864",
21083,"59.316884109433964, 18.009709574626864",
21084,"59.316973875471696, 18.009709574626864",
21085,"59.317063641509435, 18.009709574626864",
21086,"59.31715340754717, 18.009709574626864",
21286,"59.303419203773586, 18.009885505597016",
21287,"59.30350896981132, 18.009885505597016",
21288,"59.30359873584906, 18.009885505597016",
21289,"59.30368850188679, 18.009885505597016",
21290,"59.30377826792453, 18.009885505597016",
21324,"59.30683031320755, 18.009885505597016",
21376,"59.31670457735849, 18.009885505597016",
21377,"59.316794343396225, 18.009885505597016",
21378,"59.316884109433964, 18.009885505597016",
21379,"59.316973875471696, 18.009885505597016",
21380,"59.317063641509435, 18.009885505597016",
21381,"59.31715340754717, 18.009885505597016",
21382,"59.317243173584906, 18.009885505597016",
21580,"59.30350896981132, 18.010061436567163",
21581,"59.30359873584906, 18.010061436567163",
21582,"59.30368850188679, 18.010061436567163",
21583,"59.30377826792453, 18.010061436567163",
21617,"59.30683031320755, 18.010061436567163",
21671,"59.316614811320754, 18.010061436567163",
21672,"59.31670457735849, 18.010061436567163",
21673,"59.316794343396225, 18.010061436567163",
21674,"59.316884109433964, 18.010061436567163",
21675,"59.316973875471696, 18.010061436567163",
21676,"59.317063641509435, 18.010061436567163",
21677,"59.31715340754717, 18.010061436567163",
21678,"59.317243173584906, 18.010061436567163",
21679,"59.31733293962264, 18.010061436567163",
21876,"59.30359873584906, 18.01023736753731",
21905,"59.30683031320755, 18.01023736753731",
21960,"59.316525045283015, 18.01023736753731",
21961,"59.316614811320754, 18.01023736753731",
21962,"59.31670457735849, 18.01023736753731",
21963,"59.316794343396225, 18.01023736753731",
21964,"59.316884109433964, 18.01023736753731",
21965,"59.316973875471696, 18.01023736753731",
21966,"59.317063641509435, 18.01023736753731",
21967,"59.31715340754717, 18.01023736753731",
21968,"59.317243173584906, 18.01023736753731",
21969,"59.31733293962264, 18.01023736753731",
21970,"59.31742270566038, 18.01023736753731",
22188,"59.30674054716981, 18.010413298507462",
22189,"59.30683031320755, 18.010413298507462",
22244,"59.316525045283015, 18.010413298507462",
22245,"59.316614811320754, 18.010413298507462",
22246,"59.31670457735849, 18.010413298507462",
22247,"59.316794343396225, 18.010413298507462",
22248,"59.316884109433964, 18.010413298507462",
22249,"59.316973875471696, 18.010413298507462",
22250,"59.317063641509435, 18.010413298507462",
22251,"59.31715340754717, 18.010413298507462",
22252,"59.317243173584906, 18.010413298507462",
22253,"59.31733293962264, 18.010413298507462",
22254,"59.31742270566038, 18.010413298507462",
22465,"59.30665078113208, 18.01058922947761",
22466,"59.30674054716981, 18.01058922947761",
22521,"59.31643527924528, 18.01058922947761",
22522,"59.316525045283015, 18.01058922947761",
22523,"59.316614811320754, 18.01058922947761",
22524,"59.31670457735849, 18.01058922947761",
22525,"59.316794343396225, 18.01058922947761",
22526,"59.316884109433964, 18.01058922947761",
22527,"59.316973875471696, 18.01058922947761",
22528,"59.317063641509435, 18.01058922947761",
22529,"59.31715340754717, 18.01058922947761",
22530,"59.317243173584906, 18.01058922947761",
22531,"59.31733293962264, 18.01058922947761",
22794,"59.31643527924528, 18.01076516044776",
22795,"59.316525045283015, 18.01076516044776",
22796,"59.316614811320754, 18.01076516044776",
22797,"59.31670457735849, 18.01076516044776",
22798,"59.316794343396225, 18.01076516044776",
22799,"59.316884109433964, 18.01076516044776",
22800,"59.316973875471696, 18.01076516044776",
22801,"59.317063641509435, 18.01076516044776",
22802,"59.31715340754717, 18.01076516044776",
22803,"59.317243173584906, 18.01076516044776",
22804,"59.31733293962264, 18.01076516044776",
23058,"59.31643527924528, 18.01094109141791",
23059,"59.316525045283015, 18.01094109141791",
23060,"59.316614811320754, 18.01094109141791",
23061,"59.31670457735849, 18.01094109141791",
23062,"59.316794343396225, 18.01094109141791",
23063,"59.316884109433964, 18.01094109141791",
23064,"59.316973875471696, 18.01094109141791",
23065,"59.317063641509435, 18.01094109141791",
23066,"59.31715340754717, 18.01094109141791",
23067,"59.317243173584906, 18.01094109141791",
23308,"59.31526832075472, 18.01111702238806",
23321,"59.31643527924528, 18.01111702238806",
23322,"59.316525045283015, 18.01111702238806",
23323,"59.316614811320754, 18.01111702238806",
23324,"59.31670457735849, 18.01111702238806",
23325,"59.316794343396225, 18.01111702238806",
23326,"59.316884109433964, 18.01111702238806",
23327,"59.316973875471696, 18.01111702238806",
23328,"59.317063641509435, 18.01111702238806",
23329,"59.31715340754717, 18.01111702238806",
23330,"59.317243173584906, 18.01111702238806",
23418,"59.33304199622641, 18.01111702238806",
23419,"59.33313176226415, 18.01111702238806",
23420,"59.333221528301884, 18.01111702238806",
23421,"59.33331129433962, 18.01111702238806",
23571,"59.31517855471698, 18.011292953358208",
23572,"59.31526832075472, 18.011292953358208",
23573,"59.31535808679245, 18.011292953358208",
23574,"59.31544785283019, 18.011292953358208",
23585,"59.31643527924528, 18.011292953358208",
23586,"59.316525045283015, 18.011292953358208",
23587,"59.316614811320754, 18.011292953358208",
23588,"59.31670457735849, 18.011292953358208",
23589,"59.316794343396225, 18.011292953358208",
23590,"59.316884109433964, 18.011292953358208",
23591,"59.316973875471696, 18.011292953358208",
23592,"59.317063641509435, 18.011292953358208",
23593,"59.31715340754717, 18.011292953358208",
23681,"59.33304199622641, 18.011292953358208",
23834,"59.31517855471698, 18.01146888432836",
23835,"59.31526832075472, 18.01146888432836",
23836,"59.31535808679245, 18.01146888432836",
23837,"59.31544785283019, 18.01146888432836",
23848,"59.31643527924528, 18.01146888432836",
23849,"59.316525045283015, 18.01146888432836",
23850,"59.316614811320754, 18.01146888432836",
23851,"59.31670457735849, 18.01146888432836",
23852,"59.316794343396225, 18.01146888432836",
23853,"59.316884109433964, 18.01146888432836",
23854,"59.316973875471696, 18.01146888432836",
23855,"59.317063641509435, 18.01146888432836",
23856,"59.31715340754717, 18.01146888432836",
24103,"59.31517855471698, 18.011644815298506",
24104,"59.31526832075472, 18.011644815298506",
24105,"59.31535808679245, 18.011644815298506",
24106,"59.31544785283019, 18.011644815298506",
24117,"59.31643527924528, 18.011644815298506",
24118,"59.316525045283015, 18.011644815298506",
24119,"59.316614811320754, 18.011644815298506",
24120,"59.31670457735849, 18.011644815298506",
24121,"59.316794343396225, 18.011644815298506",
24122,"59.316884109433964, 18.011644815298506",
24123,"59.316973875471696, 18.011644815298506",
24124,"59.317063641509435, 18.011644815298506",
24370,"59.31508878867925, 18.011820746268654",
24371,"59.31517855471698, 18.011820746268654",
24372,"59.31526832075472, 18.011820746268654",
24373,"59.31535808679245, 18.011820746268654",
24386,"59.316525045283015, 18.011820746268654",
24387,"59.316614811320754, 18.011820746268654",
24388,"59.31670457735849, 18.011820746268654",
24389,"59.316794343396225, 18.011820746268654",
24390,"59.316884109433964, 18.011820746268654",
24391,"59.316973875471696, 18.011820746268654",
24638,"59.31517855471698, 18.011996677238805",
24639,"59.31526832075472, 18.011996677238805",
24654,"59.316614811320754, 18.011996677238805",
24655,"59.31670457735849, 18.011996677238805",
24656,"59.316794343396225, 18.011996677238805",
24657,"59.316884109433964, 18.011996677238805",
24658,"59.316973875471696, 18.011996677238805",
24921,"59.316794343396225, 18.012172608208953",
24922,"59.316884109433964, 18.012172608208953",
25186,"59.316884109433964, 18.012348539179104",
25247,"59.33052854716981, 18.012348539179104",
25248,"59.330618313207545, 18.012348539179104",
26602,"59.33358059245283, 18.01322819402985",
27719,"59.34094140754717, 18.013931917910448",
27720,"59.34103117358491, 18.013931917910448",
27974,"59.34094140754717, 18.014107848880595",
27975,"59.34103117358491, 18.014107848880595",
28228,"59.34085164150943, 18.014283779850746",
28229,"59.34094140754717, 18.014283779850746",
28230,"59.34103117358491, 18.014283779850746",
28365,"59.3299899509434, 18.014459710820894",
28480,"59.34085164150943, 18.014459710820894",
28481,"59.34094140754717, 18.014459710820894",
28610,"59.32972065283019, 18.014635641791045",
28611,"59.32981041886792, 18.014635641791045",
28612,"59.32990018490566, 18.014635641791045",
28613,"59.3299899509434, 18.014635641791045",
28690,"59.336901935849056, 18.014635641791045",
28694,"59.337261, 18.014635641791045",
28695,"59.33735076603774, 18.014635641791045",
28727,"59.3407618754717, 18.014635641791045",
28728,"59.34085164150943, 18.014635641791045",
28729,"59.34094140754717, 18.014635641791045",
28755,"59.3077279735849, 18.014811572761193",
28853,"59.32954112075472, 18.014811572761193",
28854,"59.32963088679245, 18.014811572761193",
28855,"59.32972065283019, 18.014811572761193",
28856,"59.32981041886792, 18.014811572761193",
28857,"59.32990018490566, 18.014811572761193",
28937,"59.33708146792453, 18.014811572761193",
28938,"59.337171233962266, 18.014811572761193",
28972,"59.3407618754717, 18.014811572761193",
28973,"59.34085164150943, 18.014811572761193",
28998,"59.3077279735849, 18.01498750373134",
28999,"59.30781773962264, 18.01498750373134",
29000,"59.307907505660374, 18.01498750373134",
29100,"59.32981041886792, 18.01498750373134",
29216,"59.3407618754717, 18.01498750373134",
29217,"59.34085164150943, 18.01498750373134",
29302,"59.32621977735849, 18.015163434701492",
29303,"59.32630954339623, 18.015163434701492",
29304,"59.32639930943396, 18.015163434701492",
29457,"59.34067210943396, 18.015163434701492",
29458,"59.3407618754717, 18.015163434701492",
29459,"59.34085164150943, 18.015163434701492",
29542,"59.32613001132076, 18.01533936567164",
29543,"59.32621977735849, 18.01533936567164",
29544,"59.32630954339623, 18.01533936567164",
29545,"59.32639930943396, 18.01533936567164",
29698,"59.34067210943396, 18.01533936567164",
29699,"59.3407618754717, 18.01533936567164",
29781,"59.32577094716981, 18.01551529664179",
29782,"59.32586071320755, 18.01551529664179",
29783,"59.325950479245286, 18.01551529664179",
29784,"59.32604024528302, 18.01551529664179",
29785,"59.32613001132076, 18.01551529664179",
29786,"59.32621977735849, 18.01551529664179",
29787,"59.32630954339623, 18.01551529664179",
29788,"59.32639930943396, 18.01551529664179",
29942,"59.34067210943396, 18.01551529664179",
29943,"59.3407618754717, 18.01551529664179",
30028,"59.32577094716981, 18.01569122761194",
30029,"59.32586071320755, 18.01569122761194",
30030,"59.325950479245286, 18.01569122761194",
30031,"59.32604024528302, 18.01569122761194",
30032,"59.32613001132076, 18.01569122761194",
30033,"59.32621977735849, 18.01569122761194",
30137,"59.33555544528302, 18.01569122761194",
30188,"59.34058234339623, 18.01569122761194",
30189,"59.34067210943396, 18.01569122761194",
30273,"59.325681181132076, 18.01586715858209",
30274,"59.32577094716981, 18.01586715858209",
30275,"59.32586071320755, 18.01586715858209",
30276,"59.325950479245286, 18.01586715858209",
30277,"59.32604024528302, 18.01586715858209",
30278,"59.32613001132076, 18.01586715858209",
30279,"59.32621977735849, 18.01586715858209",
30382,"59.33546567924528, 18.01586715858209",
30383,"59.33555544528302, 18.01586715858209",
30415,"59.33842795849057, 18.01586715858209",
30434,"59.34058234339623, 18.01586715858209",
30435,"59.34067210943396, 18.01586715858209",
30522,"59.325681181132076, 18.016043089552237",
30523,"59.32577094716981, 18.016043089552237",
30524,"59.32586071320755, 18.016043089552237",
30525,"59.325950479245286, 18.016043089552237",
30526,"59.32604024528302, 18.016043089552237",
30527,"59.32613001132076, 18.016043089552237",
30578,"59.330708079245284, 18.016043089552237",
30631,"59.33546567924528, 18.016043089552237",
30632,"59.33555544528302, 18.016043089552237",
30633,"59.33564521132075, 18.016043089552237",
30662,"59.33824842641509, 18.016043089552237",
30663,"59.33833819245283, 18.016043089552237",
30664,"59.33842795849057, 18.016043089552237",
30682,"59.34049257735849, 18.016043089552237",
30683,"59.34058234339623, 18.016043089552237",
30684,"59.34067210943396, 18.016043089552237",
30726,"59.313832064150944, 18.01621902052239",
30766,"59.325681181132076, 18.01621902052239",
30767,"59.32577094716981, 18.01621902052239",
30768,"59.32586071320755, 18.01621902052239",
30769,"59.325950479245286, 18.01621902052239",
30770,"59.32604024528302, 18.01621902052239",
30771,"59.32613001132076, 18.01621902052239",
30820,"59.33052854716981, 18.01621902052239",
30821,"59.330618313207545, 18.01621902052239",
30874,"59.33537591320755, 18.01621902052239",
30875,"59.33546567924528, 18.01621902052239",
30876,"59.33555544528302, 18.01621902052239",
30904,"59.33806889433962, 18.01621902052239",
30905,"59.33815866037736, 18.01621902052239",
30906,"59.33824842641509, 18.01621902052239",
30907,"59.33833819245283, 18.01621902052239",
30908,"59.33842795849057, 18.01621902052239",
30926,"59.34049257735849, 18.01621902052239",
30927,"59.34058234339623, 18.01621902052239",
30970,"59.313742298113205, 18.016394951492536",
30971,"59.313832064150944, 18.016394951492536",
31007,"59.325681181132076, 18.016394951492536",
31008,"59.32577094716981, 18.016394951492536",
31009,"59.32586071320755, 18.016394951492536",
31010,"59.325950479245286, 18.016394951492536",
31011,"59.32604024528302, 18.016394951492536",
31012,"59.32613001132076, 18.016394951492536",
31061,"59.33052854716981, 18.016394951492536",
31062,"59.330618313207545, 18.016394951492536",
31144,"59.33797912830189, 18.016394951492536",
31145,"59.33806889433962, 18.016394951492536",
31146,"59.33815866037736, 18.016394951492536",
31147,"59.33824842641509, 18.016394951492536",
31148,"59.33833819245283, 18.016394951492536",
31149,"59.33842795849057, 18.016394951492536",
31150,"59.3385177245283, 18.016394951492536",
31166,"59.34040281132076, 18.016394951492536",
31167,"59.34049257735849, 18.016394951492536",
31168,"59.34058234339623, 18.016394951492536",
31212,"59.313742298113205, 18.016570882462684",
31248,"59.325681181132076, 18.016570882462684",
31249,"59.32577094716981, 18.016570882462684",
31250,"59.32586071320755, 18.016570882462684",
31251,"59.325950479245286, 18.016570882462684",
31252,"59.32604024528302, 18.016570882462684",
